Ticker,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares,Exchange,CQS Symbol,NASDAQ Symbol
RBA,"RB GLOBAL, INC. COMMON STOCK",,N,,100,N,,N,RBA,RBA
RBB,RBB BANCORP - COMMON STOCK,Q,N,N,100,N,N,Q,,
RBBN,RIBBON COMMUNICATIONS INC.  - COMMON STOCK,Q,N,N,100,N,N,Q,,
RBC,RBC BEARINGS INCORPORATED COMMON STOCK,,N,,100,N,,N,RBC,RBC
RBCAA,"REPUBLIC BANCORP, INC. - CLASS A COMMON STOCK",Q,N,N,100,N,N,Q,,
RBKB,"RHINEBECK BANCORP, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
RBLX,ROBLOX CORPORATION CLASS A COMMON STOCK,,N,,100,N,,N,RBLX,RBLX
RBNE,ROBIN ENERGY LTD. - COMMON STOCK,S,N,N,100,N,N,Q,,
RBOT,VICARIOUS SURGICAL INC. CLASS A COMMON STOCK,,N,,100,N,,N,RBOT,RBOT
RBOT.W,"VICARIOUS SURGICAL INC. WARRANTS, EACH WHOLE WARRANT EXERCISABLE FOR ONE SHARE OF CLASS A COMMON STOCK AT AN EXERCISE PRICE OF $11.50 PER SHARE",,N,,100,N,,N,RBOT.WS,RBOT+
RBRK,"RUBRIK, INC. CLASS A COMMON STOCK",,N,,100,N,,N,RBRK,RBRK
RC,READY CAPITAL CORPORATION COMMON STOCK,,N,,100,N,,N,RC,RC
RC$C,READY CAPITAL CORPORATION 6.25% SERIES C CUMULATIVE CONVERTIBLE PREFERRED STOCK,,N,,100,N,,N,RCPC,RC-C
RC$E,READY CAPITAL CORPORATION 6.50% SERIES E CUMULATIVE REDEEMABLE PREFERRED STOCK,,N,,100,N,,N,RCPE,RC-E
RCAT,"RED CAT HOLDINGS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
RCB,READY CAPITAL CORPORATION 6.20% SENIOR NOTES DUE 2026,,N,,100,N,,N,RCB,RCB
RCC,READY CAPITAL CORPORATION 5.75% SENIOR NOTES DUE 2026,,N,,100,N,,N,RCC,RCC
RCD,READY CAPITAL CORPORATION 9.00% SENIOR NOTES DUE 2029,,N,,100,N,,N,RCD,RCD
RCEL,"AVITA MEDICAL, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
RCI,"ROGERS COMMUNICATION, INC. COMMON STOCK",,N,,100,N,,N,RCI,RCI
RCKT,"ROCKET PHARMACEUTICALS, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
RCKTW,"ROCKET PHARMACEUTICALS, INC. - WARRANT",S,N,N,100,N,N,Q,,
RCKY,"ROCKY BRANDS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
RCL,ROYAL CARIBBEAN CRUISES LTD. COMMON STOCK,,N,,100,N,,N,RCL,RCL
RCMT,"RCM TECHNOLOGIES, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
RCON,"RECON TECHNOLOGY, LTD. - CLASS A ORDINARY SHARES",S,N,N,100,N,N,Q,,
RCS,"PIMCO STRATEGIC INCOME FUND, INC.",,N,,100,N,,N,RCS,RCS
RCT,REDCLOUD HOLDINGS PLC - ORDINARY SHARES,S,N,N,100,N,N,Q,,
RCUS,"ARCUS BIOSCIENCES, INC. COMMON STOCK",,N,,100,N,,N,RCUS,RCUS
RDAC,RISING DRAGON ACQUISITION CORP. - ORDINARY SHARES,S,N,N,100,N,N,Q,,
RDACR,RISING DRAGON ACQUISITION CORP. - RIGHTS,S,N,N,100,N,N,Q,,
RDACU,RISING DRAGON ACQUISITION CORP. - UNIT,S,N,N,100,N,N,Q,,
RDAG,REPUBLIC DIGITAL ACQUISITION COMPANY - CLASS A ORDINARY SHARES,G,N,N,100,N,N,Q,,
RDAGU,REPUBLIC DIGITAL ACQUISITION COMPANY - UNIT,G,N,N,100,N,N,Q,,
RDAGW,REPUBLIC DIGITAL ACQUISITION COMPANY - WARRANTS,G,N,N,100,N,N,Q,,
RDCM,RADCOM LTD. - ORDINARY SHARES,S,N,N,100,N,N,Q,,
RDDT,"REDDIT, INC. CLASS A COMMON STOCK",,N,,100,N,,N,RDDT,RDDT
RDGT,"RIDGETECH, INC. - ORDINARY SHARES",S,N,N,100,N,N,Q,,
RDHL,REDHILL BIOPHARMA LTD. - AMERICAN DEPOSITARY SHARES,S,N,D,100,N,N,Q,,
RDI,READING INTERNATIONAL INC - CLASS A NON-VOTING COMMON STOCK,S,N,N,100,N,N,Q,,
RDIB,READING INTERNATIONAL INC - CLASS B VOTING COMMON STOCK,S,N,N,100,N,N,Q,,
RDN,RADIAN GROUP INC. COMMON STOCK,,N,,100,N,,N,RDN,RDN
RDNT,"RADNET, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
RDNW,"RIDENOW GROUP, INC. - CLASS B COMMON STOCK",S,N,N,100,N,N,Q,,
RDVT,"RED VIOLET, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
RDW,REDWIRE CORPORATION COMMON STOCK,,N,,100,N,,N,RDW,RDW
RDWR,RADWARE LTD. - ORDINARY SHARES,Q,N,N,100,N,N,Q,,
RDY,DR. REDDY'S LABORATORIES LTD COMMON STOCK,,N,,100,N,,N,RDY,RDY
RDZN,"ROADZEN, INC. - ORDINARY SHARES",G,N,N,100,N,N,Q,,
RDZNW,"ROADZEN, INC. - WARRANTS",S,N,N,100,N,N,Q,,
REAL,"THE REALREAL, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
REAX,"THE REAL BROKERAGE, INC. - COMMON SHARES",S,N,N,100,N,N,Q,,
REBN,"REBORN COFFEE, INC. - COMMON STOCK",S,N,D,100,N,N,Q,,
RECT,RECTITUDE HOLDINGS LTD - ORDINARY SHARES,S,N,N,100,N,N,Q,,
REE,REE AUTOMOTIVE LTD. - CLASS A ORDINARY SHARES,S,N,D,100,N,N,Q,,
REFI,"CHICAGO ATLANTIC REAL ESTATE FINANCE, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
REFR,RESEARCH FRONTIERS INCORPORATED - COMMON STOCK,S,N,N,100,N,N,Q,,
REG,REGENCY CENTERS CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
REGCO,REGENCY CENTERS CORPORATION - 5.875% SERIES B CUMULATIVE REDEEMABLE PREFERRED STOCK,Q,N,N,100,N,N,Q,,
REGCP,REGENCY CENTERS CORPORATION - 6.25% SERIES A CUMULATIVE REDEEMABLE PREFERRED STOCK,Q,N,N,100,N,N,Q,,
REGN,"REGENERON PHARMACEUTICALS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
REKR,"REKOR SYSTEMS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
RELI,"RELIANCE GLOBAL GROUP, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
RELIW,"RELIANCE GLOBAL GROUP, INC. - SERIES A WARRANTS",S,N,N,100,N,N,Q,,
RELL,"RICHARDSON ELECTRONICS, LTD. - COMMON STOCK",Q,N,N,100,N,N,Q,,
RELX,RELX PLC PLC AMERICAN DEPOSITARY SHARES (EACH REPRESENTING ONE ORDINARY SHARE),,N,,100,N,,N,RELX,RELX
RELY,"REMITLY GLOBAL, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
RENB,RENOVARO INC. - COMMON STOCK,S,N,D,100,N,N,Q,,
RENT,"RENT THE RUNWAY, INC. - CLASS A COMMON STOCK",G,N,N,100,N,N,Q,,
REPL,"REPLIMUNE GROUP, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
RERE,ATRENEW INC. AMERICAN DEPOSITARY SHARES (EVERY THREE OF WHICH REPRESENTING TWO CLASS A ORDINARY SHARES),,N,,100,N,,N,RERE,RERE
RES,"RPC, INC. COMMON STOCK",,N,,100,N,,N,RES,RES
RETO,"RETO ECO-SOLUTIONS, INC. - CLASS A SHARES",S,N,N,100,N,N,Q,,
REVB,"REVELATION BIOSCIENCES, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
REVBW,"REVELATION BIOSCIENCES, INC. - WARRANT",S,N,N,100,N,N,Q,,
REVG,"REV GROUP, INC. COMMON STOCK",,N,,100,N,,N,REVG,REVG
REX,REX AMERICAN RESOURCES CORPORATION,,N,,100,N,,N,REX,REX
REXR,"REXFORD INDUSTRIAL REALTY, INC. COMMON STOCK",,N,,100,N,,N,REXR,REXR
REXR$B,"REXFORD INDUSTRIAL REALTY, INC. 5.875% SERIES B CUMULATIVE REDEEMABLE PREFERRED STOCK",,N,,100,N,,N,REXRPB,REXR-B
REXR$C,"REXFORD INDUSTRIAL REALTY, INC. 5.625% SERIES C CUMULATIVE REDEEMABLE PREFERRED STOCK, PAR VALUE $0.01 PER SHARE",,N,,100,N,,N,REXRPC,REXR-C
REYN,REYNOLDS CONSUMER PRODUCTS INC. - COMMON STOCK,Q,N,N,100,N,N,Q,,
REZI,"RESIDEO TECHNOLOGIES, INC. COMMON STOCK",,N,,100,N,,N,REZI,REZI
RF,REGIONS FINANCIAL CORPORATION COMMON STOCK,,N,,100,N,,N,RF,RF
RF$C,"REGIONS FINANCIAL CORPORATION DEPOSITARY SHARES, EACH REPRESENTING A 1/40TH INTEREST IN A  SHARE OF 5.700% FIXED-TO-FLOATING RATE NON-CUMULATIVE  PERPETUAL PREFERRED STOCK, SERIES C",,N,,100,N,,N,RFPC,RF-C
RF$E,"REGIONS FINANCIAL CORPORATION DEPOSITARY SHARES, EACH REPRESENTING A 1/40TH INTEREST IN A SHARE OF 4.45% NON-CUMULATIVE PERPETUAL PREFERRED STOCK, SERIES E",,N,,100,N,,N,RFPE,RF-E
RF$F,"REGIONS FINANCIAL CORPORATION DEPOSITARY SHARES EACH REPRESENTING A 1/40TH INTEREST IN A SHARE OF NON-CUMULATIVE PERPETUAL PREFERRED STOCK, SERIES F",,N,,100,N,,N,RFPF,RF-F
RFAI,RF ACQUISITION CORP II - ORDINARY SHARES,G,N,N,100,N,N,Q,,
RFAIR,RF ACQUISITION CORP II - RIGHT,G,N,N,100,N,N,Q,,
RFAIU,RF ACQUISITION CORP II - UNIT,G,N,N,100,N,N,Q,,
RFI,"COHEN & STEERS TOTAL RETURN REALTY FUND, INC. COMMON STOCK",,N,,100,N,,N,RFI,RFI
RFIL,"RF INDUSTRIES, LTD. - COMMON STOCK",G,N,N,100,N,N,Q,,
RFL,"RAFAEL HOLDINGS, INC. CLASS B COMMON STOCK",,N,,100,N,,N,RFL,RFL
RFL.W,"RAFAEL HOLDINGS, INC. WARRANTS TO PURCHASE SHARES OF CLASS B COMMON STOCK",,N,,100,N,,N,RFL.WS,RFL+
RFM,"RIVERNORTH FLEXIBLE MUNICIPAL INCOME FUND, INC. COMMON STOCK",,N,,100,N,,N,RFM,RFM
RFMZ,"RIVERNORTH FLEXIBLE MUNICIPAL INCOME FUND II, INC. COMMON STOCK",,N,,100,N,,N,RFMZ,RFMZ
RGA,"REINSURANCE GROUP OF AMERICA, INCORPORATED COMMON STOCK",,N,,100,N,,N,RGA,RGA
RGC,REGENCELL BIOSCIENCE HOLDINGS LIMITED - ORDINARY SHARES,S,N,N,100,N,N,Q,,
RGCO,RGC RESOURCES INC. - COMMON STOCK,G,N,N,100,N,N,Q,,
RGEN,REPLIGEN CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
RGLD,"ROYAL GOLD, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
RGNX,REGENXBIO INC. - COMMON STOCK,Q,N,N,100,N,N,Q,,
RGP,"RESOURCES CONNECTION, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
RGR,"STURM, RUGER & COMPANY, INC. COMMON STOCK",,N,,100,N,,N,RGR,RGR
RGS,REGIS CORPORATION - COMMON STOCK,G,N,N,100,N,N,Q,,
RGT,"ROYCE GLOBAL TRUST, INC. COMMON STOCK",,N,,100,N,,N,RGT,RGT
RGTI,"RIGETTI COMPUTING, INC.  - COMMON STOCK",S,N,N,100,N,N,Q,,
RGTIW,"RIGETTI COMPUTING, INC.  - REDEEMABLE WARRANTS, EACH WHOLE WARRANT EXERCISABLE FOR ONE CLASS A ORDINARY SHARE AT AN EXERCISE PRICE OF $11.50",S,N,N,100,N,N,Q,,
RH,RH COMMON STOCK,,N,,100,N,,N,RH,RH
RHI,ROBERT HALF INC. COMMON STOCK,,N,,100,N,,N,RHI,RHI
RHLD,RESOLUTE HOLDINGS MANAGEMENT - COMMON STOCK,G,N,N,100,N,N,Q,,
RHP,"RYMAN HOSPITALITY PROPERTIES, INC. (REIT)",,N,,100,N,,N,RHP,RHP
RIBB,RIBBON ACQUISITION CORP - CLASS A ORDINARY SHARES,S,N,N,100,N,N,Q,,
RIBBR,RIBBON ACQUISITION CORP - RIGHTS,S,N,N,100,N,N,Q,,
RIBBU,RIBBON ACQUISITION CORP - UNIT,S,N,N,100,N,N,Q,,
RICK,"RCI HOSPITALITY HOLDINGS, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
RIG,TRANSOCEAN LTD (SWITZERLAND) COMMON STOCK,,N,,100,N,,N,RIG,RIG
RIGL,"RIGEL PHARMACEUTICALS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
RILY,"B. RILEY FINANCIAL, INC. - COMMON STOCK",G,N,E,100,N,N,Q,,
RILYG,"B. RILEY FINANCIAL, INC. - 5.00% SENIOR NOTES DUE 2026",G,N,E,100,N,N,Q,,
RILYK,"B. RILEY FINANCIAL, INC. - 5.50% SENIOR NOTES DUE 2026",G,N,E,100,N,N,Q,,
RILYL,"B. RILEY FINANCIAL, INC. - DEPOSITARY SHARES, EACH REPRESENTING A 1/1000TH FRACTIONAL INTEREST IN A SHARE OF SERIES B CUMULATIVE PERPETUAL PREFERRED STOCK",G,N,E,100,N,N,Q,,
RILYN,"B. RILEY FINANCIAL, INC. - 6.50% SENIOR NOTES DUE 2026",G,N,E,100,N,N,Q,,
RILYP,"B. RILEY FINANCIAL, INC. - DEPOSITARY SHARES, EACH REPRESENTING A 1/1000TH FRACTIONAL INTEREST IN A SHARE OF SERIES A CUMULATIVE PERPETUAL PREFERRED STOCK",G,N,E,100,N,N,Q,,
RILYT,"B. RILEY FINANCIAL, INC. - 6.00% SENIOR NOTES DUE 2028",G,N,E,100,N,N,Q,,
RILYZ,"B. RILEY FINANCIAL, INC. - 5.25% SENIOR NOTES DUE 2028",G,N,E,100,N,N,Q,,
RIME,"ALGORHYTHM HOLDINGS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
RIO,RIO TINTO PLC COMMON STOCK,,N,,100,N,,N,RIO,RIO
RIOT,"RIOT PLATFORMS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
RITM,RITHM CAPITAL CORP. COMMON STOCK,,N,,100,N,,N,RITM,RITM
RITM$A,RITHM CAPITAL CORP. 7.50% SERIES A FIXED-TO-FLOATING RATE CUMULATIVE REDEEMABLE PREFERRED STOCK,,N,,100,N,,N,RITMPA,RITM-A
RITM$B,RITHM CAPITAL CORP. 7.125% SERIES B FIXED-TO-FLOATING RATE CUMULATIVE REDEEMABLE PREFERRED STOCK,,N,,100,N,,N,RITMPB,RITM-B
RITM$C,RITHM CAPITAL CORP. 6.375% SERIES C FIXED-TO-FLOATING RATE CUMULATIVE REDEEMABLE PREFERRED STOCK,,N,,100,N,,N,RITMPC,RITM-C
RITM$D,RITHM CAPITAL CORP. 7.00% FIXED-RATE RESET SERIES D CUMULATIVE REDEEMABLE PREFERRED STOCK,,N,,100,N,,N,RITMPD,RITM-D
RITR,REITAR LOGTECH HOLDINGS LIMITED - ORDINARY SHARES,S,N,N,100,N,N,Q,,
RIV,"RIVERNORTH OPPORTUNITIES FUND, INC. COMMON STOCK",,N,,100,N,,N,RIV,RIV
RIV$A,"RIVERNORTH OPPORTUNITIES FUND, INC. 6.00% SERIES A PERPETUAL PREFERRED STOCK",,N,,100,N,,N,RIVPA,RIV-A
RIVN,"RIVIAN AUTOMOTIVE, INC. - CLASS A COMMON STOCK",Q,N,N,100,N,N,Q,,
RJF,"RAYMOND JAMES FINANCIAL, INC. COMMON STOCK",,N,,100,N,,N,RJF,RJF
RJF$B,"RAYMOND JAMES FINANCIAL, INC. DEPOSITARY SHARES, EACH REPRESENTING A 1/40TH INTEREST IN A SHARE OF 6.375% FIXED-TO-FLOATING RATE SERIES B NON-CUMULATIVE PERPETUAL PREFERRED STOCK",,N,,100,N,,N,RJFPB,RJF-B
RKDA,"ARCADIA BIOSCIENCES, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
RKLB,ROCKET LAB CORPORATION - COMMON STOCK,S,N,N,100,N,N,Q,,
RKT,"ROCKET COMPANIES, INC. CLASS A COMMON STOCK",,N,,100,N,,N,RKT,RKT
RL,RALPH LAUREN CORPORATION COMMON STOCK,,N,,100,N,,N,RL,RL
RLAY,"RELAY THERAPEUTICS, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
RLI,RLI CORP. COMMON STOCK (DE),,N,,100,N,,N,RLI,RLI
RLJ,RLJ LODGING TRUST COMMON SHARES OF BENEFICIAL INTEREST $0.01 PAR VALUE,,N,,100,N,,N,RLJ,RLJ
RLJ$A,RLJ LODGING TRUST $1.95 SERIES A CUMULATIVE CONVERTIBLE  PREFERRED SHARES,,N,,100,N,,N,RLJPA,RLJ-A
RLMD,"RELMADA THERAPEUTICS, INC. - COMMON STOCK",S,N,D,100,N,N,Q,,
RLTY,COHEN & STEERS REAL ESTATE OPPORTUNITIES AND INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,RLTY,RLTY
RLX,"RLX TECHNOLOGY INC. AMERICAN DEPOSITARY SHARES, EACH REPRESENTING THE RIGHT TO RECEIVE ONE (1) CLASS A ORDINARY SHARE",,N,,100,N,,N,RLX,RLX
RLYB,RALLYBIO CORPORATION - COMMON STOCK,S,N,D,100,N,N,Q,,
RM,REGIONAL MANAGEMENT CORP. COMMON STOCK,,N,,100,N,,N,RM,RM
RMAX,"RE/MAX HOLDINGS, INC. CLASS A COMMON STOCK",,N,,100,N,,N,RMAX,RMAX
RMBI,"RICHMOND MUTUAL BANCORPORATION, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
RMBS,"RAMBUS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
RMCF,"ROCKY MOUNTAIN CHOCOLATE FACTORY, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
RMCO,ROYALTY MANAGEMENT HOLDING CORPORATION - CLASS A COMMON STOCK,S,N,N,100,N,N,Q,,
RMCOW,ROYALTY MANAGEMENT HOLDING CORPORATION - WARRANT,S,N,N,100,N,N,Q,,
RMD,RESMED INC. COMMON STOCK,,N,,100,N,,N,RMD,RMD
RMI,"RIVERNORTH OPPORTUNISTIC MUNICIPAL INCOME FUND, INC. COMMON STOCK",,N,,100,N,,N,RMI,RMI
RMM,"RIVERNORTH MANAGED DURATION MUNICIPAL INCOME FUND, INC. COMMON STOCK",,N,,100,N,,N,RMM,RMM
RMMZ,"RIVERNORTH MANAGED DURATION MUNICIPAL INCOME FUND II, INC. COMMON STOCK",,N,,100,N,,N,RMMZ,RMMZ
RMNI,"RIMINI STREET, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
RMR,THE RMR GROUP INC. - CLASS A COMMON STOCK,S,N,N,100,N,N,Q,,
RMSG,REAL MESSENGER CORPORATION - ORDINARY SHARES,S,N,N,100,N,N,Q,,
RMSGW,REAL MESSENGER CORPORATION - WARRANTS,S,N,N,100,N,N,Q,,
RMT,"ROYCE MICRO-CAP TRUST, INC. COMMON STOCK",,N,,100,N,,N,RMT,RMT
RMTI,"ROCKWELL MEDICAL, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
RNA,"AVIDITY BIOSCIENCES, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
RNAC,"CARTESIAN THERAPEUTICS, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
RNAZ,"TRANSCODE THERAPEUTICS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
RNG,"RINGCENTRAL, INC. CLASS A COMMON STOCK",,N,,100,N,,N,RNG,RNG
RNGR,"RANGER ENERGY SERVICES, INC. CLASS A COMMON STOCK",,N,,100,N,,N,RNGR,RNGR
RNP,"COHEN & STEERS REIT AND PREFERRED AND INCOME FUND, INC. COMMON SHARES",,N,,100,N,,N,RNP,RNP
RNR,RENAISSANCERE HOLDINGS LTD. COMMON STOCK,,N,,100,N,,N,RNR,RNR
RNR$F,"RENAISSANCERE HOLDINGS LTD. DEPOSITARY SHARES, EACH REPRESENTING A 1/1,000TH INTEREST IN A 5.750% SERIES F PREFERENCE SHARE",,N,,100,N,,N,RNRPF,RNR-F
RNR$G,"RENAISSANCERE HOLDINGS LTD. DEPOSITARY SHARES, EACH REPRESENTING A 1/1,000TH INTEREST IN A SHARE OF 4.20% SERIES G PREFERENCE SHARES",,N,,100,N,,N,RNRPG,RNR-G
RNST,RENASANT CORPORATION COMMON STOCK,,N,,100,N,,N,RNST,RNST
RNTX,"REIN THERAPEUTICS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
RNW,RENEW ENERGY GLOBAL PLC - CLASS A SHARES,Q,N,N,100,N,N,Q,,
RNWWW,RENEW ENERGY GLOBAL PLC - WARRANT,Q,N,N,100,N,N,Q,,
RNXT,"RENOVORX, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
ROAD,"CONSTRUCTION PARTNERS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
ROCK,"GIBRALTAR INDUSTRIES, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
ROG,ROGERS CORPORATION COMMON STOCK,,N,,100,N,,N,ROG,ROG
ROIV,ROIVANT SCIENCES LTD. - COMMON SHARES,Q,N,N,100,N,N,Q,,
ROK,"ROCKWELL AUTOMATION, INC. COMMON STOCK",,N,,100,N,,N,ROK,ROK
ROKU,"ROKU, INC. - CLASS A COMMON STOCK",Q,N,N,100,N,N,Q,,
ROL,"ROLLINS, INC. COMMON STOCK",,N,,100,N,,N,ROL,ROL
ROMA,ROMA GREEN FINANCE LIMITED - ORDINARY SHARES,S,N,N,100,N,N,Q,,
ROOT,"ROOT, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
ROP,"ROPER TECHNOLOGIES, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
ROST,"ROSS STORES, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
RPAY,REPAY HOLDINGS CORPORATION - CLASS A COMMON STOCK,S,N,N,100,N,N,Q,,
RPD,"RAPID7, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
RPID,"RAPID MICRO BIOSYSTEMS, INC. - CLASS A COMMON STOCK",S,N,N,100,N,N,Q,,
RPM,RPM INTERNATIONAL INC. COMMON STOCK,,N,,100,N,,N,RPM,RPM
RPRX,ROYALTY PHARMA PLC - CLASS A ORDINARY SHARES,Q,N,N,100,N,N,Q,,
RPT,RITHM PROPERTY TRUST INC. COMMON STOCK,,N,,100,N,,N,RPT,RPT
RPT$C,RITHM PROPERTY TRUST INC. 9.875% SERIES C FIXED-TO-FLOATING RATE CUMULATIVE REDEEMABLE PREFERRED STOCK,,N,,100,N,,N,RPTPC,RPT-C
RPTX,REPARE THERAPEUTICS INC. - COMMON SHARES,Q,N,N,100,N,N,Q,,
RQI,COHEN & STEERS QUALITY INCOME REALTY FUND INC COMMON SHARES,,N,,100,N,,N,RQI,RQI
RR,RICHTECH ROBOTICS INC. - CLASS B COMMON STOCK,S,N,N,100,N,N,Q,,
RRBI,"RED RIVER BANCSHARES, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
RRC,RANGE RESOURCES CORPORATION COMMON STOCK,,N,,100,N,,N,RRC,RRC
RRGB,"RED ROBIN GOURMET BURGERS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
RRR,"RED ROCK RESORTS, INC. - CLASS A COMMON STOCK",Q,N,N,100,N,N,Q,,
RRX,REGAL REXNORD CORPORATION COMMON STOCK,,N,,100,N,,N,RRX,RRX
RS,"RELIANCE, INC. COMMON STOCK",,N,,100,N,,N,RS,RS
RSF,RIVERNORTH CAPITAL AND INCOME FUND COMMON STOCK,,N,,100,N,,N,RSF,RSF
RSG,"REPUBLIC SERVICES, INC. COMMON STOCK",,N,,100,N,,N,RSG,RSG
RSI,"RUSH STREET INTERACTIVE, INC. CLASS A COMMON STOCK",,N,,100,N,,N,RSI,RSI
RSKD,RISKIFIED LTD. CLASS A ORDINARY SHARES,,N,,100,N,,N,RSKD,RSKD
RSSS,"RESEARCH SOLUTIONS, INC - COMMON STOCK",S,N,N,100,N,N,Q,,
RSVR,"RESERVOIR MEDIA, INC.. - COMMON STOCK",G,N,N,100,N,N,Q,,
RSVRW,"RESERVOIR MEDIA, INC.. - WARRANT",G,N,N,100,N,N,Q,,
RTAC,RENATUS TACTICAL ACQUISITION CORP I - CLASS A ORDINARY SHARES,G,N,N,100,N,N,Q,,
RTACU,RENATUS TACTICAL ACQUISITION CORP I - UNIT,G,N,N,100,N,N,Q,,
RTACW,RENATUS TACTICAL ACQUISITION CORP I - WARRANT,G,N,N,100,N,N,Q,,
RTO,RENTOKIL INITIAL PLC AMERICAN DEPOSITARY SHARES (EACH REPRESENTING FIVE (5) ORDINARY SHARES),,N,,100,N,,N,RTO,RTO
RTX,RTX CORPORATION COMMON STOCK,,N,,100,N,,N,RTX,RTX
RUBI,RUBICO INC. - COMMON STOCK,S,N,N,100,N,N,Q,,
RUM,RUMBLE INC. - CLASS A COMMON STOCK,G,N,N,100,N,N,Q,,
RUMBW,RUMBLE INC. - WARRANT,G,N,N,100,N,N,Q,,
RUN,SUNRUN INC. - COMMON STOCK,Q,N,N,100,N,N,Q,,
RUSHA,"RUSH ENTERPRISES, INC. - CLASS A COMMON STOCK",Q,N,N,100,N,N,Q,,
RUSHB,"RUSH ENTERPRISES, INC. - CLASS B COMMON STOCK",Q,N,N,100,N,N,Q,,
RVLV,"REVOLVE GROUP, INC. CLASS A COMMON STOCK",,N,,100,N,,N,RVLV,RVLV
RVMD,"REVOLUTION MEDICINES, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
RVMDW,"REVOLUTION MEDICINES, INC. - WARRANT",Q,N,N,100,N,N,Q,,
RVPH,"REVIVA PHARMACEUTICALS HOLDINGS, INC. - COMMON STOCK",S,N,D,100,N,N,Q,,
RVPHW,"REVIVA PHARMACEUTICALS HOLDINGS, INC. - WARRANTS",S,N,D,100,N,N,Q,,
RVSB,RIVERVIEW BANCORP INC - COMMON STOCK,Q,N,N,100,N,N,Q,,
RVSN,RAIL VISION LTD. - ORDINARY SHARES,S,N,D,100,N,N,Q,,
RVSNW,RAIL VISION LTD. - WARRANT,S,N,N,100,N,N,Q,,
RVT,"ROYCE SMALL-CAP TRUST, INC. COMMON STOCK",,N,,100,N,,N,RVT,RVT
RVTY,"REVVITY, INC. COMMON STOCK",,N,,100,N,,N,RVTY,RVTY
RVYL,RYVYL INC. - COMMON STOCK,S,N,D,100,N,N,Q,,
RWAY,RUNWAY GROWTH FINANCE CORP. - COMMON STOCK,Q,N,N,100,N,N,Q,,
RWAYL,RUNWAY GROWTH FINANCE CORP. - 7.50% NOTES DUE 2027,Q,N,N,100,N,N,Q,,
RWAYZ,RUNWAY GROWTH FINANCE CORP. - 8.00% NOTES DUE 2027,Q,N,N,100,N,N,Q,,
RWT,"REDWOOD TRUST, INC. COMMON STOCK",,N,,100,N,,N,RWT,RWT
RWT$A,"REDWOOD TRUST, INC. 10.00% SERIES A FIXED-RATE RESET CUMULATIVE REDEEMABLE PREFERRED STOCK",,N,,100,N,,N,RWTPA,RWT-A
